LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
ICBG5|ICBG5_0000026	TetR/AcrR family transcriptional regulator, acrAB operon repressor	28840	29403	00	28840	1	contig.1	cds	-	0.0	K03577	30.3	-	0.0	-	0.0	-	0.0	-	0.0	TetR_N	35.0	actNOG.ENOG4100PV2.meta_raw	176.7
ICBG5|ICBG5_0000027	putative citrate transporter, CitMHS family	29517	30968	00	29517	1	contig.1	cds	TIGR00784	233.0	K03315	31.0	-	0.0	-	0.0	-	0.0	-	0.0	CitMHS	157.8	actNOG.ENOG4100C03.meta_raw	627.1
ICBG5|ICBG5_0000028	hypothetical protein	31003	31365	00	31003	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
ICBG5|ICBG5_0000029	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	31362	34136	00	31362	-1	contig.1	cds	-	0.0	K03466	104.3	-	0.0	-	0.0	-	0.0	-	0.0	FtsK_SpoIIIE	48.0	actNOG.ENOG4100EP8.meta_raw	834.4
ICBG5|ICBG5_0000030	hypothetical protein	34155	34415	00	34155	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100TDB.meta_raw	70.4
ICBG5|ICBG5_0000031	hypothetical protein	34678	36051	00	34678	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Nramp	92.7	actNOG.ENOG4100C0M.meta_raw	557.7
ICBG5|ICBG5_0000032	hypothetical protein	36135	36929	00	36135	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MOSC_N,MOSC	32.9,34.4	actNOG.ENOG4100J80.meta_raw	339.6
ICBG5|ICBG5_0000033	osmoprotectant transport system substrate-binding protein	36926	37831	00	36926	-1	contig.1	cds	-	0.0	K05845	278.5	-	0.0	-	0.0	-	0.0	-	0.0	OpuAC	159.6	actNOG.ENOG4100FU2.meta_raw	355.5
ICBG5|ICBG5_0000034	D-methionine transport system permease protein	37828	38559	00	37828	-1	contig.1	cds	-	0.0	K02072	45.3	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	73.7	actNOG.ENOG4100K9F.meta_raw	311.6
ICBG5|ICBG5_0000035	D-methionine transport system permease protein	38556	39206	00	38556	-1	contig.1	cds	-	0.0	K02072	51.2	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	65.1	actNOG.ENOG4100KE4.meta_raw	300.9
ICBG5|ICBG5_0000036	iron(III) transport system ATP-binding protein	39217	40296	00	39217	-1	contig.1	cds	-	0.0	K02010	256.7	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	110.5	actNOG.ENOG41014PN.meta_raw	518.4
ICBG5|ICBG5_0000037	diguanylate cyclase (GGDEF) domain	40435	43209	00	40435	-1	contig.1	cds	TIGR00254	75.4	K13243	226.6	-	0.0	-	0.0	-	0.0	-	0.0	GGDEF,EAL	87.7,208.1	actNOG.ENOG4100BXV.meta_raw	558.7
ICBG5|ICBG5_0000038	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	43515	44693	00	43515	-1	contig.1	cds	-	0.0	K00029	472.9	-	0.0	-	0.0	-	0.0	-	0.0	malic,Malic_M	88.6,57.7	actNOG.ENOG4100CDQ.meta_raw	602.2
ICBG5|ICBG5_0000039	hypothetical protein	44960	45934	00	44960	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100HC3.meta_raw	215.2
ICBG5|ICBG5_0000040	hypothetical protein	46119	46736	00	46119	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	His_Phos_1	154.9	actNOG.ENOG4100KGW.meta_raw	248.5
ICBG5|ICBG5_0000041	phosphinothricin acetyltransferase	46733	47224	00	46733	1	contig.1	cds	-	0.0	K03823	39.1	-	0.0	-	0.0	-	0.0	-	0.0	Acetyltransf_1	53.4	actNOG.ENOG4100IZY.meta_raw	242.8
ICBG5|ICBG5_0000042	hypothetical protein	47225	47593	00	47225	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100THR.meta_raw	75.0
ICBG5|ICBG5_0000043	hypothetical protein	47628	48377	00	47628	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100KE2.meta_raw	272.4
ICBG5|ICBG5_0000044	hypothetical protein	48413	48922	00	48413	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG410127J.meta_raw	110.8
ICBG5|ICBG5_0000045	K07029 family protein	48942	49832	00	48942	1	contig.1	cds	-	0.0	K07029	122.4	-	0.0	-	0.0	-	0.0	-	0.0	DAGK_cat	74.5	actNOG.ENOG4100C3Z.meta_raw	360.6
ICBG5|ICBG5_0000046	hypothetical protein	50316	50567	00	50316	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Whib	94.9	actNOG.ENOG4100N1D.meta_raw	159.5
ICBG5|ICBG5_0000047	K00936 family protein	50862	52382	00	50862	-1	contig.1	cds	-	0.0	K00936	55.1	-	0.0	-	0.0	-	0.0	-	0.0	H_kinase_N,PAS_4,HisKA_2,HATPase_c	173.5,30.6,72.8,41.8	actNOG.ENOG4100CMS.meta_raw	639.8
ICBG5|ICBG5_0000048	mycothiol system anti-sigma-R factor	52618	52992	00	52618	-1	contig.1	cds	TIGR03988	100.3	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100PYC.meta_raw	115.9
ICBG5|ICBG5_0000049	RNA polymerase sigma-70 factor, TIGR02947 family	52989	53816	00	52989	-1	contig.1	cds	TIGR02947	353.3	K03088	203.8	-	0.0	-	0.0	-	0.0	-	0.0	Sigma70_r2,Sigma70_r4_2	69.7,56.6	actNOG.ENOG4100DX7.meta_raw	390.9
ICBG5|ICBG5_0000050	Cys-tRNA(Pro) deacylase	53927	54409	00	53927	1	contig.1	cds	TIGR00011	169.9	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	tRNA_edit	76.2	actNOG.ENOG4100JZJ.meta_raw	227.5
ICBG5|ICBG5_0000051	hypothetical protein	54461	55264	00	54461	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Methyltransf_19	295.0	actNOG.ENOG4100G1V.meta_raw	353.7
ICBG5|ICBG5_0000052	PAS domain S-box	55299	57530	00	55299	1	contig.1	cds	TIGR00229	105.1	K13243	218.4	-	0.0	-	0.0	-	0.0	-	0.0	PAS_4,GGDEF,EAL	64.7,126.5,222.4	actNOG.ENOG4100BXV.meta_raw	692.5
ICBG5|ICBG5_0000053	hypothetical protein	57496	58134	00	57496	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100NTV.meta_raw	239.5
ICBG5|ICBG5_0000054	hypothetical protein	58131	58949	00	58131	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SRAP	223.3	actNOG.ENOG4100DTK.meta_raw	300.2
ICBG5|ICBG5_0000055	3-phosphoshikimate 1-carboxyvinyltransferase	58985	60289	00	58985	1	contig.1	cds	TIGR01356	354.6	K00800	437.4	-	0.0	-	0.0	-	0.0	-	0.0	EPSP_synthase	353.0	actNOG.ENOG4100DGY.meta_raw	578.1
ICBG5|ICBG5_0000056	ribosome small subunit-dependent GTPase A	60253	61305	00	60253	1	contig.1	cds	TIGR00157	135.0	K06949	324.1	-	0.0	-	0.0	-	0.0	-	0.0	DUF258	140.6	actNOG.ENOG4100C4D.meta_raw	478.9
ICBG5|ICBG5_0000057	hypothetical protein	61326	62141	00	61326	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100PNW.meta_raw	59.3
ICBG5|ICBG5_0000058	gluconolactonase	62146	63090	00	62146	-1	contig.1	cds	-	0.0	K01053	232.7	-	0.0	-	0.0	-	0.0	-	0.0	SGL	161.8	actNOG.ENOG4100JCE.meta_raw	353.2
ICBG5|ICBG5_0000059	enoyl-CoA hydratase	63124	63945	00	63124	1	contig.1	cds	-	0.0	K01692	234.5	-	0.0	-	0.0	-	0.0	-	0.0	ECH_1	125.2	actNOG.ENOG4100DHF.meta_raw	284.7
ICBG5|ICBG5_0000060	hypothetical protein	63942	64448	00	63942	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100J4Q.meta_raw	227.1
ICBG5|ICBG5_0000061	acyltransferase, WS/DGAT/MGAT	64479	65918	00	64479	-1	contig.1	cds	TIGR02946	485.1	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	WES_acyltransf,DUF1298	252.3,93.5	actNOG.ENOG4100D5S.meta_raw	647.3
ICBG5|ICBG5_0000062	RNA methyltransferase, TrmH family, group 2	65956	66717	00	65956	1	contig.1	cds	-	0.0	K03216	40.5	-	0.0	-	0.0	-	0.0	-	0.0	SpoU_sub_bind,SpoU_methylase	42.8,112.4	actNOG.ENOG4100BY2.meta_raw	404.6
ICBG5|ICBG5_0000063	lactate 2-monooxygenase	66757	68025	00	66757	1	contig.1	cds	-	0.0	K00467	128.0	-	0.0	-	0.0	-	0.0	-	0.0	FMN_dh	420.5	actNOG.ENOG4100CHP.meta_raw	546.3
ICBG5|ICBG5_0000064	hypothetical protein	68044	68310	00	68044	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MT0933_antitox	42.7	actNOG.ENOG41012BU.meta_raw	38.7
ICBG5|ICBG5_0000065	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED	68422	68826	00	68422	-1	contig.1	cds	TIGR01509	43.9	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100NCI.meta_raw	87.3
ICBG5|ICBG5_0000066	antibiotic transport system permease protein	68859	69623	00	68859	-1	contig.1	cds	-	0.0	K09686	41.8	-	0.0	-	0.0	-	0.0	-	0.0	ABC2_membrane	75.5	actNOG.ENOG4100H7W.meta_raw	355.0
ICBG5|ICBG5_0000067	antibiotic transport system ATP-binding protein	69620	70597	00	69620	-1	contig.1	cds	-	0.0	K09687	336.2	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	101.6	actNOG.ENOG4100ED7.meta_raw	369.0
ICBG5|ICBG5_0000068	hypothetical protein	70607	71128	00	70607	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_27	32.4	actNOG.ENOG4100T3Z.meta_raw	77.7
ICBG5|ICBG5_0000069	hypothetical protein	71542	72162	00	71542	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QCW.meta_raw	42.7
ICBG5|ICBG5_0000070	preprotein translocase, SecA subunit	72186	75041	00	72186	-1	contig.1	cds	TIGR00963	1143.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SecA_DEAD,SecA_SW	408.1,224.6	actNOG.ENOG4100BDD.meta_raw	1519.1
ICBG5|ICBG5_0000071	ribosomal subunit interface protein	75262	75921	00	75262	-1	contig.1	cds	TIGR00741	81.6	K05808	126.1	-	0.0	-	0.0	-	0.0	-	0.0	Ribosomal_S30AE,Ribosom_S30AE_C	70.6,73.9	actNOG.ENOG4100ICS.meta_raw	280.2
ICBG5|ICBG5_0000072	hypothetical protein	76283	76996	00	76283	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG410137P.meta_raw	195.2
ICBG5|ICBG5_0000073	hypothetical protein	77142	78887	00	77142	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Germane,Gmad1	36.8,143.6	actNOG.ENOG4100GEM.meta_raw	469.3
ICBG5|ICBG5_0000074	two-component sensor histidine kinase BaeS	78884	80707	00	78884	-1	contig.1	cds	-	0.0	K07642	243.7	-	0.0	-	0.0	-	0.0	-	0.0	HAMP,HisKA,HATPase_c	53.1,52.0,70.1	actNOG.ENOG4100BVY.meta_raw	696.5
ICBG5|ICBG5_0000075	two-component response regulator CpxR	80727	81404	00	80727	-1	contig.1	cds	-	0.0	K07662	221.5	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,Trans_reg_C	106.0,89.7	actNOG.ENOG4100BG8.meta_raw	403.5
ICBG5|ICBG5_0000076	hypothetical protein	81430	82068	00	81430	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Thymidylate_kin	69.8	actNOG.ENOG4100IVU.meta_raw	282.0
ICBG5|ICBG5_0000077	7,8-dihydro-8-oxoguanine triphosphatase	82085	82561	00	82085	-1	contig.1	cds	-	0.0	K03574	41.3	-	0.0	-	0.0	-	0.0	-	0.0	NUDIX	44.6	actNOG.ENOG4100NWW.meta_raw	218.0
ICBG5|ICBG5_0000078	adenosylhomocysteinase	82662	84164	00	82662	-1	contig.1	cds	TIGR00936	610.3	K00053	29.2	-	0.0	-	0.0	-	0.0	-	0.0	AdoHcyase	468.3	actNOG.ENOG4100CDN.meta_raw	696.4
ICBG5|ICBG5_0000079	putative conserved hypothetical protein	84460	85839	00	84460	-1	contig.1	cds	TIGR01319	73.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MutL	222.4	actNOG.ENOG4100GKU.meta_raw	290.1
ICBG5|ICBG5_0000080	K01913 family protein	86000	87628	00	86000	1	contig.1	cds	-	0.0	K01913	417.4	-	0.0	-	0.0	F	88.0	AMP-binding	290.3	AMP-binding,AMP-binding_C	275.2,68.0	actNOG.ENOG4100BX7.meta_raw	724.5
ICBG5|ICBG5_0000081	basic amino acid/polyamine antiporter, APA family	87714	89303	00	87714	-1	contig.1	cds	-	0.0	K03294	609.2	-	0.0	-	0.0	-	0.0	-	0.0	AA_permease_2	175.1	actNOG.ENOG4100CBX.meta_raw	614.2
ICBG5|ICBG5_0000082	basic amino acid/polyamine antiporter, APA family	89408	90985	00	89408	-1	contig.1	cds	-	0.0	K03294	649.3	-	0.0	-	0.0	-	0.0	-	0.0	AA_permease_2	180.2	actNOG.ENOG4100CBX.meta_raw	706.1
ICBG5|ICBG5_0000083	alanine dehydrogenase	91137	92237	00	91137	-1	contig.1	cds	TIGR00518	557.2	K00259	538.6	-	0.0	-	0.0	-	0.0	-	0.0	AlaDh_PNT_N,AlaDh_PNT_C	149.4,258.9	actNOG.ENOG4100C9W.meta_raw	625.4
ICBG5|ICBG5_0000084	hypothetical protein	92327	92830	00	92327	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_AsnC-type,AsnC_trans_reg	55.2,46.2	actNOG.ENOG4100KFE.meta_raw	205.6
ICBG5|ICBG5_0000085	cation diffusion facilitator family transporter	92824	93780	00	92824	-1	contig.1	cds	TIGR01297	124.1	K03295	51.6	-	0.0	-	0.0	-	0.0	-	0.0	Cation_efflux	109.0	actNOG.ENOG4100CRH.meta_raw	455.8
ICBG5|ICBG5_0000086	mannose-6-phosphate isomerase, class I	93827	95041	00	93827	-1	contig.1	cds	TIGR00218	230.0	K01809	241.6	-	0.0	-	0.0	-	0.0	-	0.0	PMI_typeI,PMI_typeI	107.7,95.6	actNOG.ENOG4100CWC.meta_raw	502.8
ICBG5|ICBG5_0000087	hypothetical protein	95071	96168	00	95071	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	bact-PGI_C	43.8	actNOG.ENOG4100FD2.meta_raw	320.4
ICBG5|ICBG5_0000088	hypothetical protein	96165	96377	00	96165	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Trm112p	31.5	actNOG.ENOG4100RZR.meta_raw	106.8
ICBG5|ICBG5_0000089	phosphoglucomutase	96511	97932	00	96511	-1	contig.1	cds	-	0.0	K01835	207.8	-	0.0	-	0.0	-	0.0	-	0.0	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV	103.8,89.8,83.3,61.3	actNOG.ENOG4100CU6.meta_raw	721.9
ICBG5|ICBG5_0000090	hypothetical protein	98019	98381	00	98019	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF3499	150.3	actNOG.ENOG4100MW1.meta_raw	173.8
ICBG5|ICBG5_0000091	hypothetical protein	98464	98937	00	98464	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Zincin_1	41.2	actNOG.ENOG4100K9D.meta_raw	203.4
ICBG5|ICBG5_0000092	hypothetical protein	99024	99389	00	99024	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Whib	93.1	actNOG.ENOG4100MSH.meta_raw	173.9
ICBG5|ICBG5_0000093	hypothetical protein	99527	100297	00	99527	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100H6M.meta_raw	285.6
ICBG5|ICBG5_0000094	7,8-dihydro-8-oxoguanine triphosphatase	100288	100830	00	100288	-1	contig.1	cds	-	0.0	K03574	36.7	-	0.0	-	0.0	-	0.0	-	0.0	NUDIX	46.0	actNOG.ENOG4100J29.meta_raw	256.5
ICBG5|ICBG5_0000095	F420 biosynthesis protein FbiB, C-terminal domain	100824	102188	00	100824	-1	contig.1	cds	TIGR03553	273.8	K04719	37.3	-	0.0	-	0.0	-	0.0	-	0.0	F420_ligase,Nitroreductase	111.4,83.1	actNOG.ENOG4100DG3.meta_raw	581.6
ICBG5|ICBG5_0000096	2-phospho-L-lactate transferase	102178	103188	00	102178	-1	contig.1	cds	TIGR01819	369.1	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	UPF0052	199.4	actNOG.ENOG4100CFF.meta_raw	510.0
ICBG5|ICBG5_0000097	DNA-3-methyladenine glycosylase II	103209	104138	00	103209	-1	contig.1	cds	-	0.0	K01247	55.7	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100E6X.meta_raw	408.6
ICBG5|ICBG5_0000098	glucose-1-phosphate thymidylyltransferase	104143	105213	00	104143	-1	contig.1	cds	-	0.0	K00973	136.5	-	0.0	-	0.0	-	0.0	-	0.0	NTP_transferase	142.2	actNOG.ENOG41014J2.meta_raw	588.6
ICBG5|ICBG5_0000099	K07011 family protein	105250	106266	00	105250	-1	contig.1	cds	-	0.0	K07011	167.7	-	0.0	GT2	45.3	-	0.0	Glycos_transf_2	48.3	Glycos_transf_2	53.5	actNOG.ENOG4100E36.meta_raw	375.5
ICBG5|ICBG5_0000100	cell envelope-related function transcriptional attenuator common domain	106547	108130	00	106547	1	contig.1	cds	TIGR00350	121.1	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	LytR_cpsA_psr,LytR_C	139.2,51.7	actNOG.ENOG4100BPH.meta_raw	593.9
ICBG5|ICBG5_0000101	TIGR03089 family protein	108155	108901	00	108155	1	contig.1	cds	TIGR03089	223.8	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100JCB.meta_raw	272.3
ICBG5|ICBG5_0000102	threonine dehydratase	108955	110226	00	108955	1	contig.1	cds	TIGR02079	556.0	K01754	535.8	-	0.0	-	0.0	-	0.0	-	0.0	PALP,Thr_dehydrat_C	265.3,86.4	actNOG.ENOG4100BMQ.meta_raw	524.9
ICBG5|ICBG5_0000103	hypothetical protein	110247	111512	00	110247	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF222	57.9	actNOG.ENOG4100EYR.meta_raw	382.3
ICBG5|ICBG5_0000104	MSMEG_0570 family protein	111692	111964	00	111692	1	contig.1	cds	TIGR04042	104.2	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QW1.meta_raw	120.0
ICBG5|ICBG5_0000105	hypothetical protein	112276	112683	00	112276	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
ICBG5|ICBG5_0000106	hypothetical protein	112779	113435	00	112779	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	GPP34	92.5	actNOG.ENOG4100QKJ.meta_raw	139.3
