LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
PseP1|PseP1_0000023	ketol-acid reductoisomerase	4419	5423	00	25260	-1	contig.4	cds	TIGR00465	434.5	K00053	512.7	-	0.0	-	0.0	-	0.0	-	0.0	IlvN,IlvC	244.8,215.9	actNOG.ENOG4100BRM.meta_raw	600.3
PseP1|PseP1_0000024	acetolactate synthase, small subunit	5468	5977	00	26309	-1	contig.4	cds	TIGR00119	209.2	K01653	251.8	-	0.0	-	0.0	-	0.0	-	0.0	ACT,ALS_ss_C	65.9,94.4	actNOG.ENOG4100HCY.meta_raw	288.4
PseP1|PseP1_0000025	acetolactate synthase, large subunit, biosynthetic type	5974	7914	00	26815	-1	contig.4	cds	TIGR00118	762.8	K01652	877.7	-	0.0	-	0.0	-	0.0	-	0.0	TPP_enzyme_N,TPP_enzyme_M,TPP_enzyme_C	187.8,166.0,173.4	actNOG.ENOG4100BNU.meta_raw	1096.3
PseP1|PseP1_0000026	hypothetical protein	8190	8705	00	29031	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	bPH_6	51.1	actNOG.ENOG4100QZ1.meta_raw	121.5
PseP1|PseP1_0000027	hypothetical protein	8713	10128	00	29554	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SBP56	612.5	actNOG.ENOG4100DMM.meta_raw	871.9
PseP1|PseP1_0000028	hypothetical protein	280	708	00	31481	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SsgA	108.6	actNOG.ENOG4100RDQ.meta_raw	158.4
PseP1|PseP1_0000029	RNA polymerase sigma factor, sigma-70 family	1093	1662	00	32294	1	contig.5	cds	TIGR02937	94.2	K03088	143.9	-	0.0	-	0.0	-	0.0	-	0.0	Sigma70_r2,Sigma70_r4	75.3,52.4	actNOG.ENOG4100IFE.meta_raw	203.6
PseP1|PseP1_0000030	hypothetical partial partial partial partial protein	1689	2018	01	32890	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG41011IZ.meta_raw	66.2
PseP1|PseP1_0000031	hypothetical partial partial partial partial protein	1	894	10	33222	1	contig.6	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	rve	71.3	actNOG.ENOG4100DG7.meta_raw	302.6
PseP1|PseP1_0000032	hypothetical partial partial partial partial protein	2	169	10	34153	-1	contig.7	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
PseP1|PseP1_0000033	hypothetical protein	788	1060	00	34939	1	contig.7	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG41012RD.meta_raw	97.4
PseP1|PseP1_0000034	hypothetical partial partial partial partial protein	1064	1399	01	35215	1	contig.7	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100M8D.meta_raw	193.0
PseP1|PseP1_0000035	hypothetical partial partial partial partial protein	2	94	10	35554	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
PseP1|PseP1_0000036	hypothetical protein	389	1609	00	35941	1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MFS_1,MFS_1	53.2,38.0	actNOG.ENOG4100ICV.meta_raw	411.3
PseP1|PseP1_0000037	two-component sensor histidine kinase BaeS	2051	3082	00	37603	-1	contig.8	cds	-	0.0	K07642	173.7	-	0.0	-	0.0	-	0.0	-	0.0	HisKA,HATPase_c	59.2,46.1	actNOG.ENOG41014JI.meta_raw	306.0
PseP1|PseP1_0000038	two-component response regulator CpxR	3079	3777	00	38631	-1	contig.8	cds	-	0.0	K07662	184.1	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,Trans_reg_C	109.2,90.5	actNOG.ENOG4100HKS.meta_raw	345.5
PseP1|PseP1_0000039	K07147 family protein	3943	5211	00	39495	1	contig.8	cds	-	0.0	K07147	188.3	-	0.0	-	0.0	-	0.0	-	0.0	Oxidored_molyb	73.2	actNOG.ENOG4100H26.meta_raw	598.9
PseP1|PseP1_0000040	hypothetical protein	5211	5672	00	40763	1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100YX6.meta_raw	163.5
PseP1|PseP1_0000041	hypothetical protein	5669	6367	00	41221	1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF2064	89.9	actNOG.ENOG4100MGI.meta_raw	236.8
PseP1|PseP1_0000042	trans-aconitate 2-methyltransferase	6364	7059	00	41916	1	contig.8	cds	-	0.0	K00598	25.5	-	0.0	-	0.0	-	0.0	-	0.0	Methyltransf_25	26.5	actNOG.ENOG4100MX7.meta_raw	215.3
PseP1|PseP1_0000043	arylsulfatase	7363	8985	00	42915	-1	contig.8	cds	-	0.0	K01130	80.3	-	0.0	-	0.0	-	0.0	-	0.0	Sulfatase	132.3	actNOG.ENOG4100HNT.meta_raw	207.5
PseP1|PseP1_0000044	cobalt/nickel transport system ATP-binding protein	8982	9806	00	44534	-1	contig.8	cds	-	0.0	K02006	193.6	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	106.9	actNOG.ENOG4101513.meta_raw	415.5
PseP1|PseP1_0000045	peptide/nickel transport system ATP-binding protein	9803	11560	00	45355	-1	contig.8	cds	-	0.0	K02031	353.8	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1,ABC_tran	50.8,81.0	actNOG.ENOG4100CSI.meta_raw	653.7
PseP1|PseP1_0000046	peptide/nickel transport system permease protein	11629	12570	00	47181	-1	contig.8	cds	-	0.0	K02033	277.9	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	99.5	actNOG.ENOG4100EPV.meta_raw	419.6
PseP1|PseP1_0000047	peptide/nickel transport system substrate-binding protein	12601	14121	00	48153	-1	contig.8	cds	-	0.0	K02035	188.7	-	0.0	-	0.0	-	0.0	-	0.0	SBP_bac_5	204.4	actNOG.ENOG4100C3R.meta_raw	463.7
PseP1|PseP1_0000048	hypothetical protein	14341	15252	00	49893	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	FGE-sulfatase	257.8	actNOG.ENOG4100FMD.meta_raw	383.6
PseP1|PseP1_0000049	hypothetical protein	15369	16220	00	50921	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	AP_endonuc_2	47.3	actNOG.ENOG41013FG.meta_raw	407.2
PseP1|PseP1_0000050	choline-phosphate cytidylyltransferase	16280	17302	00	51832	-1	contig.8	cds	-	0.0	K00968	23.8	-	0.0	GH109	58.0	-	0.0	-	0.0	GFO_IDH_MocA,GFO_IDH_MocA_C	88.3,44.6	actNOG.ENOG4100KQW.meta_raw	414.8
PseP1|PseP1_0000051	hydroxypyruvate isomerase	17299	18126	00	52851	-1	contig.8	cds	-	0.0	K01816	38.1	-	0.0	-	0.0	-	0.0	-	0.0	AP_endonuc_2	89.5	actNOG.ENOG4100EDF.meta_raw	353.7
PseP1|PseP1_0000052	myo-inositol 2-dehydrogenase	18328	19512	00	53880	1	contig.8	cds	-	0.0	K00010	158.3	-	0.0	GH109	39.3	-	0.0	-	0.0	GFO_IDH_MocA,GFO_IDH_MocA_C	62.7,33.6	actNOG.ENOG4100TXK.meta_raw	705.3
PseP1|PseP1_0000053	hypothetical protein	19629	20630	00	55181	1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	LacI,Peripla_BP_3	52.3,114.3	actNOG.ENOG4100C2P.meta_raw	366.0
PseP1|PseP1_0000054	tagaturonate reductase	20717	22105	00	56269	1	contig.8	cds	-	0.0	K00041	172.1	-	0.0	-	0.0	-	0.0	-	0.0	Mannitol_dh,Mannitol_dh_C	90.4,180.3	actNOG.ENOG4100BE5.meta_raw	507.0
PseP1|PseP1_0000055	TIGR00299 family protein	22109	23323	00	57661	1	contig.8	cds	TIGR00299	345.2	K09121	490.7	-	0.0	-	0.0	-	0.0	-	0.0	DUF111	452.6	actNOG.ENOG4100FSF.meta_raw	522.2
PseP1|PseP1_0000056	5-(carboxyamino)imidazole ribonucleotide mutase	23331	24008	00	58883	-1	contig.8	cds	-	0.0	K01588	30.8	-	0.0	-	0.0	-	0.0	-	0.0	AIRC	54.5	actNOG.ENOG4100H72.meta_raw	325.0
PseP1|PseP1_0000057	TIGR00268 family protein	24005	24871	00	59557	-1	contig.8	cds	TIGR00268	178.3	K01953	28.6	-	0.0	-	0.0	-	0.0	-	0.0	Asn_synthase	36.0	actNOG.ENOG4100C8P.meta_raw	339.1
PseP1|PseP1_0000058	ribokinase	24995	26002	00	60547	1	contig.8	cds	-	0.0	K00852	22.9	-	0.0	-	0.0	-	0.0	-	0.0	LacI,Peripla_BP_3	52.0,126.8	actNOG.ENOG4100C2P.meta_raw	373.4
PseP1|PseP1_0000059	hypothetical protein	25981	27255	00	61533	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF2088	87.6	actNOG.ENOG4100F23.meta_raw	489.2
PseP1|PseP1_0000060	glucuronate isomerase	27355	28767	00	62907	1	contig.8	cds	-	0.0	K01812	568.1	-	0.0	-	0.0	-	0.0	-	0.0	UxaC	256.9	actNOG.ENOG4100DTZ.meta_raw	731.2
PseP1|PseP1_0000061	aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A	28931	30388	00	64483	-1	contig.8	cds	-	0.0	K02433	557.3	-	0.0	-	0.0	-	0.0	-	0.0	Amidase	418.1	actNOG.ENOG4100D6Q.meta_raw	634.3
PseP1|PseP1_0000062	hypothetical protein	30385	30633	00	65937	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
PseP1|PseP1_0000063	hypothetical protein	30633	30881	00	66185	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	NHase_beta	27.4	actNOG.ENOG4100QJC.meta_raw	42.1
PseP1|PseP1_0000064	nitrile hydratase, alpha subunit	31066	31683	00	66618	-1	contig.8	cds	TIGR01323	297.7	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	NHase_alpha	284.7	actNOG.ENOG4100JTU.meta_raw	337.3
PseP1|PseP1_0000065	nitrile hydratase, beta subunit	31734	32417	00	67286	-1	contig.8	cds	TIGR03888	253.2	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	NHase_beta	259.8	actNOG.ENOG4100YIE.meta_raw	346.8
PseP1|PseP1_0000066	branched-chain amino acid transport system substrate-binding protein	32486	33958	00	68038	-1	contig.8	cds	-	0.0	K01999	113.5	-	0.0	-	0.0	-	0.0	-	0.0	Peripla_BP_6	189.0	actNOG.ENOG4100GD6.meta_raw	578.1
PseP1|PseP1_0000067	hypothetical protein	33975	34334	00	69527	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_20	47.3	actNOG.ENOG4100QNC.meta_raw	102.9
PseP1|PseP1_0000068	aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A	34408	35946	00	69960	-1	contig.8	cds	-	0.0	K02433	375.1	-	0.0	-	0.0	-	0.0	-	0.0	Amidase	356.2	actNOG.ENOG4100DAH.meta_raw	763.1
PseP1|PseP1_0000069	def peptide deformylase	36081	37598	00	71633	-1	contig.8	cds	-	0.0	K06889	30.1	-	0.0	-	0.0	-	0.0	-	0.0	Peptidase_S10	60.8	actNOG.ENOG4100EIH.meta_raw	396.4
PseP1|PseP1_0000070	LysR family transcriptional activator, hca operon	37765	38718	00	73317	1	contig.8	cds	-	0.0	K05817	191.3	-	0.0	-	0.0	-	0.0	-	0.0	HTH_1,LysR_substrate	66.0,110.8	actNOG.ENOG4100GNC.meta_raw	349.3
PseP1|PseP1_0000071	sn-glycerol 3-phosphate transport system substrate-binding protein	38984	40288	00	74536	1	contig.8	cds	-	0.0	K05813	262.5	-	0.0	-	0.0	-	0.0	-	0.0	SBP_bac_8	125.6	actNOG.ENOG4100R4E.meta_raw	318.9
PseP1|PseP1_0000072	sorbitol/mannitol transport system permease protein	40285	41211	00	75837	1	contig.8	cds	-	0.0	K10228	156.1	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	42.5	actNOG.ENOG4100G7Z.meta_raw	325.6
PseP1|PseP1_0000073	multiple sugar transport system permease protein	41201	42001	00	76753	1	contig.8	cds	-	0.0	K02026	230.9	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	51.3	actNOG.ENOG4100EA8.meta_raw	249.7
PseP1|PseP1_0000074	iron(III) transport system ATP-binding protein	42003	43097	00	77555	1	contig.8	cds	-	0.0	K02010	304.9	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	110.8	actNOG.ENOG41014PX.meta_raw	340.9
PseP1|PseP1_0000075	hypothetical protein	43165	43986	00	78717	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Lactamase_B_2	78.2	actNOG.ENOG4100MXY.meta_raw	380.0
PseP1|PseP1_0000076	two-component response regulator CpxR	44498	45211	00	80050	1	contig.8	cds	-	0.0	K07662	185.1	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,Trans_reg_C	94.3,76.4	actNOG.ENOG4100CPH.meta_raw	292.4
PseP1|PseP1_0000077	two-component sensor histidine kinase BaeS	45211	46485	00	80763	1	contig.8	cds	-	0.0	K07642	120.5	-	0.0	-	0.0	-	0.0	-	0.0	HAMP,HisKA	36.4,35.3	actNOG.ENOG4100DRM.meta_raw	351.9
PseP1|PseP1_0000078	hypothetical protein	46588	47013	00	82140	1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
PseP1|PseP1_0000079	hypothetical protein	47039	47530	00	82591	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	LysR_substrate	95.8	actNOG.ENOG4100IIX.meta_raw	181.8
PseP1|PseP1_0000080	hypothetical protein	47619	47945	00	83171	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_1	58.4	actNOG.ENOG4100IIX.meta_raw	135.4
PseP1|PseP1_0000081	putative sarcosine oxidase, monomeric form	48108	49292	00	83660	1	contig.8	cds	TIGR01377	230.5	K00274	27.2	-	0.0	-	0.0	-	0.0	-	0.0	DAO	128.8	actNOG.ENOG4100BWI.meta_raw	382.8
PseP1|PseP1_0000082	putative polyketide hydroxylase	49322	50644	00	84874	1	contig.8	cds	-	0.0	K00470	168.0	-	0.0	-	0.0	-	0.0	-	0.0	Rieske,Ring_hydroxyl_A	60.1,123.2	actNOG.ENOG4100DKZ.meta_raw	369.4
PseP1|PseP1_0000083	hypothetical partial partial partial partial protein	50641	50808	01	86193	1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100BH7.meta_raw	41.3
PseP1|PseP1_0000084	putative chaperonin GroL partial partial partial partial protein	1	759	11	86361	1	contig.9	cds	TIGR02348	425.3	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Cpn60_TCP1	94.5	actNOG.ENOG4100BW6.meta_raw	477.3
PseP1|PseP1_0000085	hypothetical partial partial partial partial protein	2	250	10	87123	-1	contig.10	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
PseP1|PseP1_0000086	hypothetical protein	330	719	00	87451	-1	contig.10	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HxlR	88.1	actNOG.ENOG4100P8J.meta_raw	164.0
PseP1|PseP1_0000087	NADH dehydrogenase	818	1648	00	87939	1	contig.10	cds	-	0.0	K00356	28.5	-	0.0	-	0.0	-	0.0	-	0.0	NAD_binding_10	74.0	actNOG.ENOG4100E76.meta_raw	251.3
PseP1|PseP1_0000088	hypothetical protein	1730	2080	00	88851	1	contig.10	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	TPR_19	42.1	actNOG.ENOG4100Q69.meta_raw	148.3
PseP1|PseP1_0000089	hypothetical partial partial partial partial protein	2125	3015	01	89246	-1	contig.10	cds	-	0.0	-	0.0	-	0.0	GH16	92.4	-	0.0	-	0.0	Glyco_hydro_16	50.5	actNOG.ENOG4100NVU.meta_raw	245.6
PseP1|PseP1_0000090	catalase	35	1486	00	90173	-1	contig.11	cds	-	0.0	K03781	755.6	-	0.0	-	0.0	-	0.0	-	0.0	Catalase,Catalase-rel	602.1,61.8	actNOG.ENOG4100BMI.meta_raw	832.4
PseP1|PseP1_0000091	hypothetical protein	1593	2813	00	91731	1	contig.11	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MFS_1	54.7	actNOG.ENOG4100HN7.meta_raw	395.1
PseP1|PseP1_0000092	K06896 family protein	2998	4020	00	93136	1	contig.11	cds	-	0.0	K06896	48.7	-	0.0	-	0.0	-	0.0	-	0.0	Exo_endo_phos	49.7	actNOG.ENOG4100I8I.meta_raw	254.9
PseP1|PseP1_0000093	aspartate-semialdehyde dehydrogenase (peptidoglycan organisms)	4096	5175	00	94234	-1	contig.11	cds	TIGR01296	372.6	K00145	50.9	-	0.0	-	0.0	-	0.0	-	0.0	Semialdhyde_dh,Semialdhyde_dhC	96.9,144.4	actNOG.ENOG4100C1T.meta_raw	478.3
PseP1|PseP1_0000094	aspartate kinase	5182	6447	00	95320	-1	contig.11	cds	TIGR00657	450.4	K00928	678.2	-	0.0	-	0.0	-	0.0	-	0.0	AA_kinase,ACT,ACT_7	190.4,37.3,48.4	actNOG.ENOG4100BS4.meta_raw	678.6
PseP1|PseP1_0000095	hypothetical protein	6675	7163	00	96813	-1	contig.11	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	zf-CGNR	53.8	actNOG.ENOG4100KSS.meta_raw	206.4
PseP1|PseP1_0000096	hypothetical protein	7418	7723	00	97556	-1	contig.11	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QSQ.meta_raw	100.4
PseP1|PseP1_0000097	2-isopropylmalate synthase, yeast type	8009	9805	00	98147	1	contig.11	cds	TIGR00970	876.6	K01649	723.8	-	0.0	-	0.0	-	0.0	-	0.0	HMGL-like,LeuA_dimer	256.8,112.8	actNOG.ENOG4100BHH.meta_raw	999.5
PseP1|PseP1_0000098	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	9860	10948	00	99998	-1	contig.11	cds	TIGR01727	88.4	K02032	464.5	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran,oligo_HPY	108.9,57.3	actNOG.ENOG4101513.meta_raw	595.1
PseP1|PseP1_0000099	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	10945	11931	00	101083	-1	contig.11	cds	TIGR01727	67.7	K02032	375.9	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran,oligo_HPY	93.7,59.5	actNOG.ENOG4100BFC.meta_raw	490.0
PseP1|PseP1_0000100	peptide/nickel transport system permease protein	11928	12857	00	102066	-1	contig.11	cds	-	0.0	K02033	69.9	-	0.0	-	0.0	-	0.0	-	0.0	OppC_N,BPD_transp_1	43.1,103.1	actNOG.ENOG4100E1D.meta_raw	442.0
PseP1|PseP1_0000101	peptide/nickel transport system permease protein	12854	13858	00	102992	-1	contig.11	cds	-	0.0	K02033	367.8	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	128.2	actNOG.ENOG4100BIM.meta_raw	447.2
PseP1|PseP1_0000102	peptide/nickel transport system substrate-binding protein	13934	15571	00	104072	-1	contig.11	cds	-	0.0	K02035	249.8	-	0.0	-	0.0	-	0.0	-	0.0	SBP_bac_5	285.3	actNOG.ENOG4100DXN.meta_raw	718.6
PseP1|PseP1_0000103	hypothetical protein	15739	16635	00	105877	-1	contig.11	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_31	53.3	actNOG.ENOG4100Y7Q.meta_raw	302.2
PseP1|PseP1_0000104	hypothetical protein	16923	17126	00	107061	1	contig.11	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
PseP1|PseP1_0000105	recombination protein RecR	17262	17879	00	107400	-1	contig.11	cds	TIGR00615	251.7	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	RecR,Toprim_4	44.8,81.4	actNOG.ENOG4100DRS.meta_raw	326.7
PseP1|PseP1_0000106	DNA-binding protein, YbaB/EbfC family	17881	18216	00	108019	-1	contig.11	cds	TIGR00103	86.1	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	YbaB_DNA_bd	113.0	actNOG.ENOG4100NMX.meta_raw	151.6
